vacancy_name,company,city,salary_min,salary_max,currency,vacancy_link,site
Python разработчик,АО АВТОДОМ,Москва,,,,https://vladivostok.hh.ru/vacancy/51852163?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик ETL,Тинькофф,Москва,,,,https://vladivostok.hh.ru/vacancy/50642495?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data engineer,ВТБ Капитал,Москва,,,,https://vladivostok.hh.ru/vacancy/51657835?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Machine Learning Media RnD intern,Intel Corporation,Москва,,,,https://vladivostok.hh.ru/vacancy/51857338?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Инженер - программист С++/Python (middle),ООО Эвокарго,Москва,,,,https://vladivostok.hh.ru/vacancy/46301968?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Engineer,Работа.ру,Москва,,,,https://vladivostok.hh.ru/vacancy/51771207?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data engineer,"ПАО МегаФон, IT",Москва,,,,https://vladivostok.hh.ru/vacancy/51691993?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Engineer,QIWI,Москва,,,,https://vladivostok.hh.ru/vacancy/51845009?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
DevOps Engineer,Route4Me,Москва,2500.0,4000.0,Usd,https://vladivostok.hh.ru/vacancy/49003817?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Engineer,"«Procter & Gamble», Технический специалист",Москва,150000.0,,Руб,https://vladivostok.hh.ru/vacancy/47806398?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Стажер Data Engineer (Корпоративные клиенты 360),Сбер для экспертов,Москва,,,,https://vladivostok.hh.ru/vacancy/51656224?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик интерфейсов (Программист на QT/PyQT),ФГУП ГосНИИАС,Москва,110000.0,160000.0,Руб,https://vladivostok.hh.ru/vacancy/52475193?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior-разработчик для онлайн видео-платформы,Веб Контроль,Москва,,,,https://vladivostok.hh.ru/vacancy/52259494?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Тестировщик,"ЮТэйр, Авиакомпания",Москва,150000.0,176000.0,Руб,https://vladivostok.hh.ru/vacancy/52454330?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Ведущий аналитик данных,Группа Самолет,Москва,,,,https://vladivostok.hh.ru/vacancy/51050789?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Аналитик-разработчик в Маршрутизацию,Яндекс,Москва,,,,https://vladivostok.hh.ru/vacancy/52734047?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
DevOps Engineer (AWS),ИП Сурков Александр Николаевич,Москва,,6500.0,Usd,https://vladivostok.hh.ru/vacancy/52136793?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Специалист по автоматизированному тестированию (QA Automation Engineer),Angara Technologies Group,Москва,,,,https://vladivostok.hh.ru/vacancy/52070363?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Тестировщик ПО,ООО ИнфраМенеджер,Москва,,,,https://vladivostok.hh.ru/vacancy/51939714?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Ведущий разработчик,ООО ГЕТСИЭРЭМ,Москва,200000.0,,Руб,https://vladivostok.hh.ru/vacancy/51369279?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
RPA-разработчик,HARTUNG,Москва,,,,https://vladivostok.hh.ru/vacancy/51642735?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Продуктовый аналитик (Product analyst),"Лента, федеральная розничная сеть, IT ",Москва,,,,https://vladivostok.hh.ru/vacancy/51710551?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
SRE/DevOps Engineer,"Wargaming, Minsk (Game Stream)",Москва,,,,https://vladivostok.hh.ru/vacancy/50755787?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Ведущий инженер по тестированию мобильных приложений,Netris,Москва,,,,https://vladivostok.hh.ru/vacancy/49477503?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Fullstack developer,Домклик,Москва,,,,https://vladivostok.hh.ru/vacancy/48086274?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data scientist,Tele2,Москва,,,,https://vladivostok.hh.ru/vacancy/52615646?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Junior-Middle C/C++ Developer (Remote),Codeorient,Москва,,,,https://vladivostok.hh.ru/vacancy/52163920?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
QA Automation Engineer (remote or office),ООО СОФТ ПРОЕКТ,Москва,180000.0,250000.0,Руб,https://vladivostok.hh.ru/vacancy/51356033?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Junior+ Data Engineer,HASH CIB,Москва,100000.0,120000.0,Руб,https://vladivostok.hh.ru/vacancy/52625748?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior/Middle QA Automation Engineer - Python (R&D / cybersecurity),Валарм,Москва,200000.0,350000.0,Руб,https://vladivostok.hh.ru/vacancy/49295025?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Инженер по автоматизации тестирования Python, Аккаунт продавца / Сопровождение торговой площадки",Ozon Информационные технологии,Москва,,,,https://vladivostok.hh.ru/vacancy/52667894?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Data Scientist (NLP), Поиск",Ozon Информационные технологии,Москва,,,,https://vladivostok.hh.ru/vacancy/51280088?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Lead С++ Developer,ДВ технологии,Москва,300000.0,,Руб,https://vladivostok.hh.ru/vacancy/47829580?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Python Developer Lead (remote),Brandquad,Москва,,,,https://vladivostok.hh.ru/vacancy/52602235?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Инженер по тестированию,Angara Technologies Group,Москва,,,,https://vladivostok.hh.ru/vacancy/52290219?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Backend разработчик (FastAPI),idaproject,Москва,80000.0,,Руб,https://vladivostok.hh.ru/vacancy/50716384?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Engineer/Analyst,OMD OM Group,Москва,,,,https://vladivostok.hh.ru/vacancy/52610749?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle QA Automation Engineer  (Python),Whoosh (ООО Вуш),Москва,,,,https://vladivostok.hh.ru/vacancy/50457379?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data analyst,WОRKKI,Москва,,,,https://vladivostok.hh.ru/vacancy/49431392?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist,Cornerstone Russia,Москва,,,,https://vladivostok.hh.ru/vacancy/51650129?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
SDET Python (Virtual Environments Agent Protection Development),Лаборатория Касперского,Москва,,,,https://vladivostok.hh.ru/vacancy/50540788?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Программист С++,Адалиск,Москва,170000.0,,Руб,https://vladivostok.hh.ru/vacancy/37442366?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle Data Scientist (Promo Forecast),"МАГНИТ, Розничная сеть",Москва,,,,https://vladivostok.hh.ru/vacancy/52037208?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Программист С++,ООО НТЦ АПМ,Москва,,100000.0,Руб,https://vladivostok.hh.ru/vacancy/51956469?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Security Researcher ICS CERT,Лаборатория Касперского,Москва,,,,https://vladivostok.hh.ru/vacancy/49076143?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Архитектор мобильной разработки (Python),ГКУ Инфогород,Москва,,,,https://vladivostok.hh.ru/vacancy/52479603?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle/Senior Backend Developer,ООО Ассистагро,Москва,200000.0,230000.0,Руб,https://vladivostok.hh.ru/vacancy/51894631?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data engeneer,ООО Май,Москва,,,,https://vladivostok.hh.ru/vacancy/52673286?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle С/С++ Linux разработчик (remote),ООО Темпеста,Москва,,4000.0,Usd,https://vladivostok.hh.ru/vacancy/52501275?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist в области рекомендательных систем,Сбер. IT,Москва,,,,https://vladivostok.hh.ru/vacancy/47342740?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Engineer,Сбер. IT,Москва,,,,https://vladivostok.hh.ru/vacancy/49794977?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Python Senior Developer,Itransition,Москва,,,,https://vladivostok.hh.ru/vacancy/42513428?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Аналитик Python / SQL (Департамент развития отношений с клиентами),Банк Русский Стандарт,Москва,,,,https://vladivostok.hh.ru/vacancy/49892607?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data analyst,СберЗвук,Москва,,,,https://vladivostok.hh.ru/vacancy/50579081?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
DataOps Engineer,СберЗвук,Москва,,,,https://vladivostok.hh.ru/vacancy/48149573?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Product / Data Analyst (Middle),KIVORK,Москва,,,,https://vladivostok.hh.ru/vacancy/50801932?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Наставник курса “Аналитик данных“,Skyeng,Москва,,,,https://vladivostok.hh.ru/vacancy/52599757?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Ведущий разработчик BI, Ozon Travel",Ozon Информационные технологии,Москва,,,,https://vladivostok.hh.ru/vacancy/46913871?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Аналитик данных \ технический писатель,ООО АС-Сибирь,Москва,80000.0,,Руб,https://vladivostok.hh.ru/vacancy/51969363?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
QA Engineer,"Bright Pattern, Inc",Москва,,,,https://vladivostok.hh.ru/vacancy/47775842?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик/software developer (Remote),АО Флант,Москва,200000.0,,Руб,https://vladivostok.hh.ru/vacancy/52247741?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Аналитик BI (middle),ООО Диплей,Москва,,,,https://vladivostok.hh.ru/vacancy/51902715?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Golang-разработчик,Group-IB,Москва,,,,https://vladivostok.hh.ru/vacancy/48294433?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist (Поиск/Товарные рекомендации),Ozon Информационные технологии,Москва,,,,https://vladivostok.hh.ru/vacancy/52613361?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Engineer (New game product),"Wargaming, Moscow",Москва,,,,https://vladivostok.hh.ru/vacancy/52325421?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist,"Иннотех, Группа компаний",Москва,,,,https://vladivostok.hh.ru/vacancy/52683994?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
DWH developer,"МАГНИТ, Розничная сеть",Москва,,,,https://vladivostok.hh.ru/vacancy/50403184?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Разработчик BigData (ЦЕХ УУ, стрим Витрины ПИК)","Иннотех, Группа компаний",Москва,,,,https://vladivostok.hh.ru/vacancy/52592621?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
BI-разработчик (MY.GAMES),"VK, MY.GAMES",Москва,,,,https://vladivostok.hh.ru/vacancy/52262425?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
ML-разработчик в группу синтеза речи,Яндекс,Москва,,,,https://vladivostok.hh.ru/vacancy/49279593?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Backend-разработчик в Evrone (Ruby),evrone.ru,Москва,,340000.0,Руб,https://vladivostok.hh.ru/vacancy/50367694?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик С++ функциональности поиска по видео,Яндекс,Москва,,,,https://vladivostok.hh.ru/vacancy/48625303?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Computer Vision / Machine Learning Engineer,ООО НПП ИТЭЛМА,Москва,,,,https://vladivostok.hh.ru/vacancy/49681332?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle/Senior Python-разработчик,ООО ЦИФРА,Москва,,,,https://vladivostok.hh.ru/vacancy/52424019?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
QA Engineer (Automation),Межрегиональный ТранзитТелеком (АО МТТ),Москва,,,,https://vladivostok.hh.ru/vacancy/49753471?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик ETL,"Иннотех, Группа компаний",Москва,,,,https://vladivostok.hh.ru/vacancy/50262087?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle c++ engineer,ООО Райтек,Москва,,,,https://vladivostok.hh.ru/vacancy/52283190?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle/Senior Computer Vision Engineer,EORA,Москва,150000.0,250000.0,Руб,https://vladivostok.hh.ru/vacancy/52091436?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
QA automation engineer [Python],Coins.ph,Москва,,,,https://vladivostok.hh.ru/vacancy/51211082?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist (Middle/Senior),Х5 Group,Москва,,,,https://vladivostok.hh.ru/vacancy/52597817?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist,Сбер. IT,Москва,,,,https://vladivostok.hh.ru/vacancy/50706460?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist/Data Analyst,"«РОСБАНК, Societe Generale Group»",Москва,,,,https://vladivostok.hh.ru/vacancy/47586416?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Backend developer (Python/Django),Skipp.pro,Москва,,275000.0,Руб,https://vladivostok.hh.ru/vacancy/52536999?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior+ / Team Lead в продуктовую компанию,Lenkep recruitment,Москва,150000.0,280000.0,Руб,https://vladivostok.hh.ru/vacancy/52502380?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Full-stack разработчик,Веб Контроль,Москва,,,,https://vladivostok.hh.ru/vacancy/52256874?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Старший тестировщик \ QA Engineer,ООО Софт Компани,Москва,,,,https://vladivostok.hh.ru/vacancy/50884252?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик Big Data (Витрины РБ),"Иннотех, Группа компаний",Москва,,,,https://vladivostok.hh.ru/vacancy/51183857?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior DevOps-инженер (Tarantool),VK,Москва,,,,https://vladivostok.hh.ru/vacancy/50389847?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик C/C++,АО РАСЧЕТНЫЕ РЕШЕНИЯ,Москва,,,,https://vladivostok.hh.ru/vacancy/40607497?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Senior Go/Python Developer (инвестиционное ПО, Кипр, удаленно)",Alex Staff Agency,Москва,,,,https://vladivostok.hh.ru/vacancy/52488105?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Computer vision engineer,Сбер. IT,Москва,,,,https://vladivostok.hh.ru/vacancy/51499237?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
BI developer,Finstar Financial Group,Москва,130000.0,230000.0,Руб,https://vladivostok.hh.ru/vacancy/51661612?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Team Lead Analyst,ООО Медиапоинт,Москва,,,,https://vladivostok.hh.ru/vacancy/52122406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
[Commodities eTrading] Python Developer,АО Citibank,Москва,,,,https://vladivostok.hh.ru/vacancy/52241153?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Математик (разработчик алгоритмов оптимизации),ПАО Первая Грузовая Компания,Москва,,,,https://vladivostok.hh.ru/vacancy/51891212?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Team Lead Python Developer (Руководитель команды разработки),Social Links,Москва,,,,https://vladivostok.hh.ru/vacancy/50480445?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик тестового окружения,ООО НПП ИТЭЛМА,Москва,,,,https://vladivostok.hh.ru/vacancy/50171463?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик ETL,Тинькофф,Москва,,,,https://vladivostok.hh.ru/vacancy/48725812?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Python developer (Machine Learning Platform Developer),G-Core Labs,Москва,,,,https://vladivostok.hh.ru/vacancy/52396518?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Ведущий программист (разработчик программных средств, моделей)",АО Концерн ВКО Алмаз - Антей,Москва,160000.0,180000.0,Руб,https://vladivostok.hh.ru/vacancy/51275637?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior С++ Developer,Адалиск,Москва,,300000.0,Руб,https://vladivostok.hh.ru/vacancy/46896438?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Преподаватель по Data Science (Machine Learning),Skillbox,Москва,,,,https://vladivostok.hh.ru/vacancy/51334447?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Python Developer (инфраструктурные решения),Х5 Group,Москва,,,,https://vladivostok.hh.ru/vacancy/52491870?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Machine Learning Engineer,Сбер. Data Science,Москва,,,,https://vladivostok.hh.ru/vacancy/52535670?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
ML аналитик в риски,Тинькофф,Москва,,,,https://vladivostok.hh.ru/vacancy/47912673?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle Data scientist (Promo Optimization),"МАГНИТ, Розничная сеть",Москва,,,,https://vladivostok.hh.ru/vacancy/48980498?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Software Design Engineer in Test / SDET (Python) в Финтех Проект,М.Видео-Эльдорадо. ИТ,Москва,,,,https://vladivostok.hh.ru/vacancy/51262207?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist,red_mad_robot,Москва,,,,https://vladivostok.hh.ru/vacancy/48701267?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Тестировщик ПО,Московский филиал АО ЦентрИнформ,Москва,70000.0,110000.0,Руб,https://vladivostok.hh.ru/vacancy/51838671?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Analyst (проект Homescapes),Playrix,Москва,,,,https://vladivostok.hh.ru/vacancy/52443504?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist,Сбер. IT,Москва,,,,https://vladivostok.hh.ru/vacancy/50922463?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
DWH developer,"МАГНИТ, Розничная сеть",Москва,,,,https://vladivostok.hh.ru/vacancy/52192899?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Data Analyst,Marfatech,Москва,150000.0,200000.0,Руб,https://vladivostok.hh.ru/vacancy/52256250?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data engineer (Кредитные продукты и процессы),Сбер для экспертов,Москва,175000.0,285000.0,Руб,https://vladivostok.hh.ru/vacancy/52479208?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Python developer (платформа ""Релизный портал"")",Сбер. IT,Москва,,,,https://vladivostok.hh.ru/vacancy/51315851?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Computer Vision Engineer,Visuals,Москва,,,,https://vladivostok.hh.ru/vacancy/52123186?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Research Engineer / Data Scientist,The Skolkovo Institute of Science and Technology,Москва,,,,https://vladivostok.hh.ru/vacancy/50996908?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior QA-инженер (auto Python),Сбер. IT,Москва,,,,https://vladivostok.hh.ru/vacancy/50068641?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Miner,Eugene Global Consulting,Москва,,,,https://vladivostok.hh.ru/vacancy/52394805?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data analyst (Юла),"VK, E-commerce",Москва,,,,https://vladivostok.hh.ru/vacancy/52418577?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Junior QA Automation Engineer,Auriga,Москва,,,,https://vladivostok.hh.ru/vacancy/52341065?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle/Senior Python Developer (Platform Virtualization),SberCloud,Москва,,,,https://vladivostok.hh.ru/vacancy/52374223?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Преподаватель программирования для детей, Дистанционно (Python, Scratch, Компьютерная грамотность)",Lvl School,Москва,30000.0,70000.0,Руб,https://vladivostok.hh.ru/vacancy/52285623?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик SQL,Ак Барс Банк,Москва,,,,https://vladivostok.hh.ru/vacancy/52274031?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
SDET / Software Development Engineer in Test (KasperskyOS),Лаборатория Касперского,Москва,,,,https://vladivostok.hh.ru/vacancy/50886663?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Product Analyst / Game Analyst,Nexters,Москва,,,,https://vladivostok.hh.ru/vacancy/40422798?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data scientist,Сбер для экспертов,Москва,,,,https://vladivostok.hh.ru/vacancy/52410057?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Инженер по тестированию в команду Grocery (Delivery Club),"VK, E-commerce",Москва,,,,https://vladivostok.hh.ru/vacancy/52438337?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Analyst (банки),ООО ИЦ АЙ-ТЕКО,Москва,,,,https://vladivostok.hh.ru/vacancy/52504679?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
QA engineer (Manual+Automation),Employcity,Москва,80000.0,200000.0,Руб,https://vladivostok.hh.ru/vacancy/52286032?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Инженер по автоматизации интеграционного тестирования / QA automation (Python),YADRO,Москва,,,,https://vladivostok.hh.ru/vacancy/52255514?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Backend-разработчик,Sensemachine,Москва,,,,https://vladivostok.hh.ru/vacancy/51738402?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Младший Data Engineer,Ozon Информационные технологии,Москва,,,,https://vladivostok.hh.ru/vacancy/52328595?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Team Lead (Python),XWAY,Москва,,,,https://vladivostok.hh.ru/vacancy/52167131?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Developer NLP (MTS AI),ПАО «МТС» ,Москва,,,,https://vladivostok.hh.ru/vacancy/52500247?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist,ПАО МТС Банк. Головной офис,Москва,,,,https://vladivostok.hh.ru/vacancy/52466493?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик RPA/ RPA Developer/ Robotics Process Automation Manager,Alta Personnel,Москва,,230000.0,Руб,https://vladivostok.hh.ru/vacancy/52539937?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist,ООО Компания Стрим Лабс,Москва,,,,https://vladivostok.hh.ru/vacancy/52167082?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle Data Scientist,Сбер для экспертов,Москва,,,,https://vladivostok.hh.ru/vacancy/52464031?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
С++ Developer (iSearch),Сбер. IT,Москва,200000.0,400000.0,Руб,https://vladivostok.hh.ru/vacancy/52266235?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Программист-аналитик,VK,Москва,,,,https://vladivostok.hh.ru/vacancy/50943498?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Engineer (PySpark/AWS),ООО Accenture,Москва,,,,https://vladivostok.hh.ru/vacancy/52250075?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Python разработчик,ООО ВижнЛабс (VisionLabs),Москва,,,,https://vladivostok.hh.ru/vacancy/52243386?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Python Engineer в команду Hokage,Haiku Dev,Москва,,,,https://vladivostok.hh.ru/vacancy/52174011?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Аналитик (Data science),ПАО БАНК УРАЛСИБ,Москва,,,,https://vladivostok.hh.ru/vacancy/52253956?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик ML (Big data),"ЦУМ, Интернет-магазин",Москва,,,,https://vladivostok.hh.ru/vacancy/52167157?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
